2025-09-21 20:19:54,647 INFO  Logger.cs: 70 - 
--------------------------------------------------------------------------------
2025-09-21 20:19:54,663 INFO  Logger.cs: 71 - Logging commencing for SW2URDF exporter
2025-09-21 20:19:54,664 INFO  Logger.cs: 73 - Commit version 1.6.0-4-g7f85cfe
2025-09-21 20:19:54,664 INFO  Logger.cs: 74 - Build version 1.6.7995.38578
2025-09-21 20:19:54,665 INFO  SwAddin.cs: 192 - Attempting to connect to SW
2025-09-21 20:19:54,665 INFO  SwAddin.cs: 197 - Setting up callbacks
2025-09-21 20:19:54,666 INFO  SwAddin.cs: 201 - Setting up command manager
2025-09-21 20:19:54,667 INFO  SwAddin.cs: 204 - Adding command manager
2025-09-21 20:19:54,668 INFO  SwAddin.cs: 263 - Adding Assembly export to file menu
2025-09-21 20:19:54,678 INFO  SwAddin.cs: 272 - Adding Part export to file menu
2025-09-21 20:19:54,679 INFO  SwAddin.cs: 210 - Adding event handlers
2025-09-21 20:19:54,681 INFO  SwAddin.cs: 217 - Connecting plugin to SolidWorks
2025-09-21 20:36:50,783 INFO  SwAddin.cs: 294 - Assembly export called for file MainAssem
2025-09-21 20:36:50,785 INFO  SwAddin.cs: 299 - Save is required
2025-09-21 20:36:50,785 INFO  SwAddin.cs: 313 - Saving assembly
2025-09-21 20:36:53,877 INFO  SwAddin.cs: 316 - Opening property manager
2025-09-21 20:36:53,883 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from MainAssem
2025-09-21 20:36:53,885 INFO  ExportHelperExtension.cs: 1136 - Found 244 in MainAssem
2025-09-21 20:36:53,887 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in MainAssem
2025-09-21 20:36:53,887 INFO  ExportHelperExtension.cs: 1148 - Proceeding through assembly components
2025-09-21 20:36:53,888 INFO  ExportHelperExtension.cs: 1160 - 51 components to check
2025-09-21 20:36:53,888 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from T200-19
2025-09-21 20:36:53,890 INFO  ExportHelperExtension.cs: 1136 - Found 24 in T200-19
2025-09-21 20:36:53,890 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in T200-19
2025-09-21 20:36:53,890 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from T200-18
2025-09-21 20:36:53,891 INFO  ExportHelperExtension.cs: 1136 - Found 24 in T200-18
2025-09-21 20:36:53,891 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in T200-18
2025-09-21 20:36:53,892 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from T200-25
2025-09-21 20:36:53,892 INFO  ExportHelperExtension.cs: 1136 - Found 24 in T200-25
2025-09-21 20:36:53,892 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in T200-25
2025-09-21 20:36:53,894 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from T200-22
2025-09-21 20:36:53,894 INFO  ExportHelperExtension.cs: 1136 - Found 24 in T200-22
2025-09-21 20:36:53,904 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in T200-22
2025-09-21 20:36:53,904 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from T200-23
2025-09-21 20:36:53,904 INFO  ExportHelperExtension.cs: 1136 - Found 24 in T200-23
2025-09-21 20:36:53,905 INFO  ExportHelperExtension.cs: 1145 - Found 0 features of type [CoordSys] in T200-23
2025-09-21 20:36:53,905 INFO  ExportHelperExtension.cs: 1125 - Retrieving features of type [CoordSys] from T200-20
